sep=;
"NUME FISIER";"ID PACHET";"PUID";"MIMETYPE";"STATUS";"DIMENSIUNE BYTES";"HASH SHA256";"UUID";"ACȚIUNI PREMIS"
"CJ-FD-00001-A-1-001_0001.jpg";"CJ-FD-00001-2026.08.29";"fmt/43";"image/jpeg";"integritate_ok";"8283053";"66966bd235b15b3d3d8759ceecb15ec521dd54296b6f98c9a8dbdcc2f2640ed3";"1f9a866e-e3f7-47be-81b5-9cdbf138e86e";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0012_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4350215";"ecd4c300c2371583228d8f66dfbdbe8aeb94a785b72c86671dbee2a90c58dfea";"2136a491-a2c9-4552-93c7-d4bcf2c48d17";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0010_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4537334";"56543b166195063ab9dc84fa6e54fd4243b205def0d7aa8dcdf811985a84c192";"d228c9a5-b4a6-45c7-979a-b0aa8c3e77fe";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0011_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4427171";"52bf7e538b83c4b05537c04a94b5204d470efa815e1fc3c6b6cbb32d53b0c10a";"e6253426-17e4-4f4a-83af-3dc3ef23b51e";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0006_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4489844";"b6eb207893a83f3088788477bc66f1ce6aecd768f066b06dea6cc92065b5a0a3";"c5d35d2a-9cf1-4551-aa91-45b3fc6369fb";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0008_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4506703";"2c39319d3291cf11705da373114a07c6a3ff6b646ab8a06b16709cb097d8c645";"da8b1bcd-8a67-4bf7-8dc0-5d5f5c118099";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0009_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4516748";"61b0d9ff7c547c0f9fc72982f2635b56be4a362583eb401ecf450d99b3a794e2";"44fa14d5-e689-448b-bd29-e803115a7826";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0005_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4432424";"5fe8921a4e020243f15aa8571a3d7b1ba657bad8ac407fed1da15e39a4b87fb8";"7a4d1a8b-ba1b-49a1-b4b2-4db43ec4ff97";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0007_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4492300";"72e4ac00e68894426e6082252ebdbaf09fced156b6100bdb4bacd088df645fe3";"6753da38-b833-48ff-96d0-ddf552a70415";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0001_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"2739459";"eb19cbeffed7c0181ed545fb9fef899d3f76b02b2f7a712d8448e1905ba6763b";"84f4af87-df59-4d50-a17a-60059ebdeace";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0003_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4514984";"c32a8b68383bd376b31abe66bb7322e1800a9f616c43e81b5cc09c7f707f1c4c";"2c537814-3fff-4cc3-95fc-6d99144197d2";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0002_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4601447";"1883e00ce5db7395cd5039e6be0de1e27dac9f55b33385a02bda69c9511f7100";"7ea56c2d-6513-49c3-b995-bc5b49ce2939";"📜 Evenimente PREMIS"
"BH-FD-00003-2-2601_0004_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"4451595";"0c75a6de8aa87d2691c2f6bf766ea476c1d9e97d5785ed64febaf5a38269aeb0";"07cf849f-d7d3-4dc5-9992-ad957d3b4e92";"📜 Evenimente PREMIS"
"TM-FD-00003-1-1(1)_0002_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"7928912";"897cd8dc7c72f71f7e9eb9b99e56be1c8455582139f1a085686399d27169898e";"be11425b-fd71-4a4f-84ea-a7f5d22dec00";"📜 Evenimente PREMIS"
"Inventar_digital.pdf";"AR-FD-12345-2026.08.26";"UNKNOWN";"application/pdf";"integritate_ok";"849488";"5ca9a8a3b58e7b243cc46c384389129b57ef164fd6da1e7ae39b20fef4e3a184";"811ab6b9-2b76-4a21-b1dc-e561da0b865f";"📜 Evenimente PREMIS"
"BH-FD-00003-1-1(1)_0004_s.tiff";"AR-FD-12345-2026.08.26";"fmt/353";"image/tiff";"integritate_ok";"24539475";"6e52968940bd4e35f88cb30fc16f24066da6871d5899be741e6251147f52ef3d";"9861038f-8793-47a8-a628-7e215f6d0d26";"📜 Evenimente PREMIS"
"BH-FD-00003-1-1(1)_0005_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"6804190";"38f017835156ff4c3cb8b1924cf5fd20d1b0ce21b8e2bfcc0b3354798bf680d7";"b9cf54bf-b6dd-4198-a937-b102d594ad5d";"📜 Evenimente PREMIS"
"BH-FD-00003-1-1(1)_0003_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"7487157";"05092adecaa408bf32b866568c50fb00ed7124e0c7665a773f8a3e68027a8843";"9182d11e-1548-48c5-ab08-1ed37a13f6ed";"📜 Evenimente PREMIS"
"BH-FD-00003-1-1(1)_0001_s.jpg";"AR-FD-12345-2026.08.26";"fmt/43";"image/jpeg";"integritate_ok";"8283053";"66966bd235b15b3d3d8759ceecb15ec521dd54296b6f98c9a8dbdcc2f2640ed3";"59bc3eaf-1d05-4894-bdea-7ae8ec90e05e";"📜 Evenimente PREMIS"
